Customer.ID,Customer.Name,Region,total_sales,rank_in_region
LD-168551,Lela Donovan,North Asia,34,529.0
LD-168551,Lela Donovan,Oceania,38,616.0
LD-168551,Lela Donovan,Southeast Asia,1403,235.0
LD-168552,Lela Donovan,Central,4835,86.0
LD-168552,Lela Donovan,North,3274,56.0
LD-168553,Lela Donovan,Caribbean,166,300.0
LD-168553,Lela Donovan,Central,1580,599.0
LD-168553,Lela Donovan,North,1472,278.0
LD-168553,Lela Donovan,South,552,700.0
LD-168554,Lela Donovan,Central,5,1455.0
LD-170051,Lisa DeCherney,Central Asia,3134,68.0
LD-170051,Lisa DeCherney,North Asia,387,385.0
LD-170051,Lisa DeCherney,Oceania,1868,204.0
LD-170052,Lisa DeCherney,Central,1798,529.0
LD-170052,Lisa DeCherney,North,158,827.0
LD-170053,Lisa DeCherney,Central,82,1380.0
LD-170053,Lisa DeCherney,North,1661,239.0
LD-170053,Lisa DeCherney,South,411,783.0
LD-170054,Lisa DeCherney,Central,258,1243.0
LD-170054,Lisa DeCherney,East,1610,118.0
LD-170054,Lisa DeCherney,West,95,522.0
LD-68551,Lela Donovan,Africa,1703,141.0
LD-68552,Lela Donovan,EMEA,1119,228.0
LD-70051,Lisa DeCherney,Africa,61,603.0
LD-70052,Lisa DeCherney,Canada,19,141.0
LD-70053,Lisa DeCherney,EMEA,282,511.0
LE-168101,Laurel Elliston,Central Asia,150,425.0
LE-168101,Laurel Elliston,North Asia,53,520.0
LE-168101,Laurel Elliston,Oceania,1682,234.0
LE-168101,Laurel Elliston,Southeast Asia,614,375.0
LE-168102,Laurel Elliston,Central,2640,320.0
LE-168102,Laurel Elliston,South,3298,79.0
LE-168103,Laurel Elliston,North,521,606.0
LE-168104,Laurel Elliston,Central,223,1268.0
LE-168104,Laurel Elliston,East,30,517.0
LE-168104,Laurel Elliston,South,771,589.0
LE-168104,Laurel Elliston,West,445,376.0
LE-68101,Laurel Elliston,EMEA,1050,251.0
LF-171851,Luke Foster,Central Asia,2577,87.0
LF-171851,Luke Foster,North Asia,26,536.0
LF-171851,Luke Foster,Oceania,23,625.0
LF-171851,Luke Foster,Southeast Asia,1244,252.0
LF-171852,Luke Foster,Central,2576,331.0
LF-171852,Luke Foster,North,2014,171.0
LF-171852,Luke Foster,South,399,789.0
LF-171853,Luke Foster,Caribbean,76,350.0
LF-171854,Luke Foster,Central,2681,310.0
LF-171854,Luke Foster,East,1021,205.0
LF-171854,Luke Foster,South,10,1100.0
LF-171854,Luke Foster,West,219,454.0
LF-71851,Luke Foster,Africa,351,464.0
LF-71852,Luke Foster,EMEA,205,545.0
LH-167501,Larry Hughes,North Asia,126,484.0
LH-167501,Larry Hughes,Oceania,520,465.0
LH-167502,Larry Hughes,Central,842,891.0
LH-167503,Larry Hughes,Caribbean,4016,3.0
LH-167503,Larry Hughes,Central,332,1182.0
LH-167503,Larry Hughes,North,1178,359.0
LH-167503,Larry Hughes,South,646,651.0
LH-167504,Larry Hughes,East,7,536.0
LH-167504,Larry Hughes,South,272,875.0
LH-167504,Larry Hughes,West,9,576.0
LH-169001,Lena Hernandez,Central Asia,536,319.0
LH-169001,Lena Hernandez,North Asia,432,377.0
LH-169001,Lena Hernandez,Oceania,3192,101.0
LH-169001,Lena Hernandez,Southeast Asia,1570,206.0
LH-169002,Lena Hernandez,Central,531,1059.0
LH-169002,Lena Hernandez,North,47,914.0
LH-169002,Lena Hernandez,South,111,1005.0
LH-169003,Lena Hernandez,Central,355,1164.0
LH-169003,Lena Hernandez,North,965,424.0
LH-169003,Lena Hernandez,South,2064,195.0
LH-169004,Lena Hernandez,Central,316,1194.0
LH-169004,Lena Hernandez,East,451,341.0
LH-169004,Lena Hernandez,South,1408,339.0
LH-169004,Lena Hernandez,West,123,508.0
LH-170201,Lisa Hazard,Central Asia,677,283.0
LH-170201,Lisa Hazard,North Asia,1955,148.0
LH-170202,Lisa Hazard,Central,1329,678.0
LH-170202,Lisa Hazard,South,32,1078.0
LH-170203,Lisa Hazard,Caribbean,1447,58.0
LH-170203,Lisa Hazard,Central,1245,713.0
LH-170203,Lisa Hazard,North,587,572.0
LH-170203,Lisa Hazard,South,601,670.0
LH-170204,Lisa Hazard,Central,51,1410.0
LH-170204,Lisa Hazard,East,108,467.0
LH-170204,Lisa Hazard,West,159,489.0
LH-171551,Logan Haushalter,Central Asia,380,359.0
LH-171551,Logan Haushalter,North Asia,3277,72.0
LH-171551,Logan Haushalter,Oceania,1218,302.0
LH-171551,Logan Haushalter,Southeast Asia,792,331.0
LH-171552,Logan Haushalter,Central,4786,90.0
LH-171552,Logan Haushalter,North,153,831.0
LH-171552,Logan Haushalter,South,1638,285.0
LH-171553,Logan Haushalter,North,32,927.0
LH-171553,Logan Haushalter,South,46,1064.0
LH-171554,Logan Haushalter,Central,625,1003.0
LH-171554,Logan Haushalter,East,79,481.0
LH-171554,Logan Haushalter,West,1036,238.0
LH-67501,Larry Hughes,Africa,312,481.0
LH-67502,Larry Hughes,EMEA,433,446.0
LH-69001,Lena Hernandez,Africa,815,295.0
LH-69002,Lena Hernandez,EMEA,25,629.0
LH-70201,Lisa Hazard,Africa,969,255.0
LH-70202,Lisa Hazard,EMEA,4,641.0
LH-71551,Logan Haushalter,Africa,137,568.0
LH-71552,Logan Haushalter,Canada,152,85.0
LH-71553,Logan Haushalter,EMEA,2937,57.0
LL-168401,Lauren Leatherbury,Central Asia,36,490.0
LL-168401,Lauren Leatherbury,North Asia,1731,171.0
LL-168401,Lauren Leatherbury,Oceania,793,390.0
LL-168401,Lauren Leatherbury,Southeast Asia,118,533.0
LL-168402,Lauren Leatherbury,Central,3566,172.0
LL-168402,Lauren Leatherbury,North,628,552.0
LL-168402,Lauren Leatherbury,South,62,1049.0
LL-168403,Lauren Leatherbury,Caribbean,168,299.0
LL-168403,Lauren Leatherbury,Central,819,905.0
LL-168403,Lauren Leatherbury,North,495,621.0
LL-168403,Lauren Leatherbury,South,131,989.0
LL-168404,Lauren Leatherbury,East,17,527.0
LL-168404,Lauren Leatherbury,South,2615,130.0
LL-168404,Lauren Leatherbury,West,108,514.0
LL-68401,Lauren Leatherbury,Africa,3082,46.0
LL-68402,Lauren Leatherbury,EMEA,570,399.0
LM-170651,Liz MacKendrick,North Asia,2606,99.0
LM-170651,Liz MacKendrick,Oceania,1779,214.0
LM-170651,Liz MacKendrick,Southeast Asia,1203,260.0
LM-170652,Liz MacKendrick,Central,1687,565.0
LM-170653,Liz MacKendrick,Caribbean,540,191.0
LM-170653,Liz MacKendrick,Central,88,1375.0
LM-170654,Liz MacKendrick,East,701,270.0
LM-170654,Liz MacKendrick,South,646,651.0
LM-70651,Liz MacKendrick,Africa,1616,150.0
LM-70652,Liz MacKendrick,EMEA,4665,11.0
LO-171701,Lori Olson,Central Asia,1461,174.0
LO-171701,Lori Olson,North Asia,438,375.0
LO-171701,Lori Olson,Oceania,1348,287.0
LO-171701,Lori Olson,Southeast Asia,1436,225.0
LO-171702,Lori Olson,Central,2252,402.0
LO-171702,Lori Olson,North,1174,361.0
LO-171702,Lori Olson,South,44,1066.0
LO-171703,Lori Olson,Caribbean,223,272.0
LO-171703,Lori Olson,Central,84,1378.0
LO-171703,Lori Olson,North,1045,399.0
LO-171703,Lori Olson,South,1110,439.0
LO-171704,Lori Olson,Central,126,1338.0
LO-171704,Lori Olson,East,295,388.0
LO-171704,Lori Olson,South,177,949.0
LO-171704,Lori Olson,West,46,548.0
LO-71701,Lori Olson,Africa,1349,194.0
LO-71702,Lori Olson,EMEA,933,286.0
LP-170801,Liz Pelletier,Oceania,1412,275.0
LP-170801,Liz Pelletier,Southeast Asia,1537,210.0
LP-170802,Liz Pelletier,Central,366,1157.0
LP-170802,Liz Pelletier,North,261,749.0
LP-170802,Liz Pelletier,South,501,730.0
LP-170803,Liz Pelletier,Caribbean,558,185.0
LP-170803,Liz Pelletier,Central,138,1330.0
LP-170803,Liz Pelletier,North,1486,276.0
LP-170803,Liz Pelletier,South,617,662.0
LP-170804,Liz Pelletier,West,757,296.0
LP-170951,Liz Preis,Central Asia,1219,200.0
LP-170951,Liz Preis,North Asia,877,284.0
LP-170951,Liz Preis,Oceania,299,525.0
LP-170951,Liz Preis,Southeast Asia,2338,121.0
LP-170952,Liz Preis,Central,587,1029.0
LP-170952,Liz Preis,North,906,442.0
LP-170953,Liz Preis,Caribbean,824,127.0
LP-170953,Liz Preis,Central,3609,171.0
LP-170953,Liz Preis,North,8,945.0
LP-170953,Liz Preis,South,1279,379.0
LP-170954,Liz Preis,Central,2488,350.0
LP-170954,Liz Preis,East,549,311.0
LP-170954,Liz Preis,South,251,892.0
LP-170954,Liz Preis,West,366,401.0
LP-70801,Liz Pelletier,Africa,1625,149.0
LP-70802,Liz Pelletier,EMEA,207,544.0
LP-70951,Liz Preis,Africa,4,635.0
LP-70952,Liz Preis,Canada,238,69.0
LP-70953,Liz Preis,EMEA,769,334.0
LR-169151,Lena Radford,Central Asia,5787,16.0
LR-169151,Lena Radford,North Asia,311,412.0
LR-169152,Lena Radford,Central,784,926.0
LR-169152,Lena Radford,North,4915,14.0
LR-169152,Lena Radford,South,2730,122.0
LR-169153,Lena Radford,Caribbean,304,242.0
LR-169153,Lena Radford,Central,1721,556.0
LR-169153,Lena Radford,North,241,765.0
LR-169153,Lena Radford,South,499,731.0
LR-169154,Lena Radford,South,1174,414.0
LR-169154,Lena Radford,West,3969,26.0
LR-170351,Lisa Ryan,Central Asia,2219,105.0
LR-170351,Lisa Ryan,Oceania,2280,156.0
LR-170351,Lisa Ryan,Southeast Asia,102,537.0
LR-170352,Lisa Ryan,Central,5190,74.0
LR-170352,Lisa Ryan,South,799,579.0
LR-170353,Lisa Ryan,Caribbean,332,235.0
LR-170353,Lisa Ryan,Central,2752,296.0
LR-170353,Lisa Ryan,South,568,690.0
LR-170354,Lisa Ryan,Central,548,1050.0
LR-170354,Lisa Ryan,East,848,236.0
LR-170354,Lisa Ryan,West,484,365.0
LR-69151,Lena Radford,Africa,49,610.0
LR-69152,Lena Radford,EMEA,419,453.0
LR-70351,Lisa Ryan,Africa,1864,119.0
LR-70352,Lisa Ryan,EMEA,813,320.0
LS-169451,Linda Southworth,North Asia,794,301.0
LS-169451,Linda Southworth,Oceania,137,575.0
LS-169451,Linda Southworth,Southeast Asia,3344,57.0
LS-169452,Linda Southworth,Central,1788,534.0
LS-169452,Linda Southworth,North,146,838.0
LS-169452,Linda Southworth,South,45,1065.0
LS-169453,Linda Southworth,Caribbean,991,101.0
LS-169453,Linda Southworth,Central,123,1341.0
LS-169453,Linda Southworth,North,123,854.0
LS-169453,Linda Southworth,South,84,1027.0
LS-169454,Linda Southworth,Central,396,1140.0
LS-169454,Linda Southworth,East,86,477.0
LS-169454,Linda Southworth,West,2363,81.0
LS-169751,Lindsay Shagiari,Central Asia,1914,126.0
LS-169751,Lindsay Shagiari,Southeast Asia,63,552.0
LS-169752,Lindsay Shagiari,Central,704,961.0
LS-169752,Lindsay Shagiari,North,106,865.0
LS-169752,Lindsay Shagiari,South,313,843.0
LS-169753,Lindsay Shagiari,Caribbean,683,154.0
LS-169753,Lindsay Shagiari,North,704,522.0
LS-169753,Lindsay Shagiari,South,1173,415.0
LS-169754,Lindsay Shagiari,Central,1171,741.0
LS-169754,Lindsay Shagiari,East,1416,144.0
LS-169754,Lindsay Shagiari,West,402,388.0
LS-172001,Luke Schmidt,Central Asia,479,334.0
LS-172001,Luke Schmidt,Oceania,1587,247.0
LS-172001,Luke Schmidt,Southeast Asia,1970,157.0
LS-172002,Luke Schmidt,Central,2979,256.0
LS-172002,Luke Schmidt,South,237,903.0
LS-172003,Luke Schmidt,Caribbean,2551,20.0
LS-172003,Luke Schmidt,Central,410,1130.0
LS-172003,Luke Schmidt,North,48,913.0
LS-172003,Luke Schmidt,South,3988,45.0
LS-172004,Luke Schmidt,Central,197,1286.0
LS-172004,Luke Schmidt,East,100,471.0
LS-172004,Luke Schmidt,South,605,668.0
LS-172004,Luke Schmidt,West,107,515.0
LS-172301,Lycoris Saunders,Central Asia,360,364.0
LS-172301,Lycoris Saunders,North Asia,785,304.0
LS-172301,Lycoris Saunders,Oceania,3323,89.0
LS-172301,Lycoris Saunders,Southeast Asia,1420,230.0
LS-172302,Lycoris Saunders,Central,1498,623.0
LS-172302,Lycoris Saunders,North,143,841.0
LS-172302,Lycoris Saunders,South,728,611.0
LS-172303,Lycoris Saunders,Central,855,885.0
LS-172303,Lycoris Saunders,North,736,506.0
LS-172303,Lycoris Saunders,South,358,812.0
LS-172304,Lycoris Saunders,Central,253,1246.0
LS-172304,Lycoris Saunders,East,96,474.0
LS-172304,Lycoris Saunders,West,19,569.0
LS-172451,Lynn Smith,North Asia,845,289.0
LS-172451,Lynn Smith,Oceania,1253,298.0
LS-172451,Lynn Smith,Southeast Asia,1541,209.0
LS-172452,Lynn Smith,Central,617,1009.0
LS-172452,Lynn Smith,North,96,874.0
LS-172452,Lynn Smith,South,180,946.0
LS-172453,Lynn Smith,Caribbean,35,384.0
LS-172453,Lynn Smith,North,3261,57.0
LS-172453,Lynn Smith,South,1923,221.0
LS-172454,Lynn Smith,Central,337,1178.0
LS-172454,Lynn Smith,East,415,353.0
LS-172454,Lynn Smith,South,48,1062.0
LS-172454,Lynn Smith,West,207,463.0
LS-69451,Linda Southworth,Africa,1321,202.0
LS-69452,Linda Southworth,Canada,194,76.0
LS-69453,Linda Southworth,EMEA,1210,213.0
LS-69751,Lindsay Shagiari,Africa,217,521.0
LS-69752,Lindsay Shagiari,Canada,451,43.0
LS-69753,Lindsay Shagiari,EMEA,49,615.0
LS-72001,Luke Schmidt,EMEA,341,480.0
LS-72301,Lycoris Saunders,Africa,505,403.0
LS-72302,Lycoris Saunders,EMEA,660,366.0
LS-72451,Lynn Smith,Africa,915,276.0
LS-72452,Lynn Smith,Canada,40,128.0
LT-167651,Larry Tron,Central Asia,6213,12.0
LT-167651,Larry Tron,North Asia,537,357.0
LT-167651,Larry Tron,Oceania,61,607.0
LT-167651,Larry Tron,Southeast Asia,414,426.0
LT-167652,Larry Tron,Central,1591,594.0
LT-167652,Larry Tron,North,730,508.0
LT-167652,Larry Tron,South,2570,133.0
LT-167653,Larry Tron,Caribbean,27,391.0
LT-167653,Larry Tron,Central,4232,126.0
LT-167653,Larry Tron,North,549,593.0
LT-167654,Larry Tron,East,74,484.0
LT-167654,Larry Tron,West,256,442.0
LT-171101,Liz Thompson,Central Asia,820,256.0
LT-171101,Liz Thompson,North Asia,894,280.0
LT-171101,Liz Thompson,Oceania,2538,142.0
LT-171101,Liz Thompson,Southeast Asia,438,422.0
LT-171102,Liz Thompson,Central,4197,129.0
LT-171103,Liz Thompson,Central,13,1447.0
LT-171103,Liz Thompson,North,920,437.0
LT-171103,Liz Thompson,South,230,907.0
LT-171104,Liz Thompson,Central,634,1000.0
LT-171104,Liz Thompson,East,292,390.0
LT-171104,Liz Thompson,South,922,516.0
LT-171104,Liz Thompson,West,1087,224.0
LT-67651,Larry Tron,Africa,1279,210.0
LT-67652,Larry Tron,Canada,29,131.0
LT-67653,Larry Tron,EMEA,57,610.0
LT-71101,Liz Thompson,Africa,7853,2.0
LT-71102,Liz Thompson,EMEA,379,468.0
LW-168251,Laurel Workman,Central Asia,1020,220.0
LW-168251,Laurel Workman,North Asia,184,457.0
LW-168251,Laurel Workman,Oceania,450,484.0
LW-168251,Laurel Workman,Southeast Asia,372,439.0
LW-168252,Laurel Workman,Central,3021,248.0
LW-168252,Laurel Workman,North,2199,144.0
LW-168252,Laurel Workman,South,40,1070.0
LW-168253,Laurel Workman,South,469,746.0
LW-168254,Laurel Workman,Central,21,1439.0
LW-168254,Laurel Workman,East,766,254.0
LW-168254,Laurel Workman,South,581,683.0
LW-168254,Laurel Workman,West,871,267.0
LW-169901,Lindsay Williams,Central Asia,296,382.0
LW-169901,Lindsay Williams,North Asia,240,431.0
LW-169901,Lindsay Williams,Oceania,615,439.0
LW-169902,Lindsay Williams,Central,2982,254.0
LW-169902,Lindsay Williams,South,1293,375.0
LW-169903,Lindsay Williams,Caribbean,270,252.0
LW-169903,Lindsay Williams,Central,35,1426.0
LW-169903,Lindsay Williams,South,151,971.0
LW-169904,Lindsay Williams,South,104,1011.0
LW-169904,Lindsay Williams,West,3128,44.0
LW-171251,Liz Willingham,Southeast Asia,529,397.0
LW-171252,Liz Willingham,Central,1790,533.0
LW-171252,Liz Willingham,North,539,598.0
LW-171253,Liz Willingham,Caribbean,33,386.0
LW-171253,Liz Willingham,Central,113,1351.0
LW-171253,Liz Willingham,South,1106,441.0
LW-171254,Liz Willingham,East,10,533.0
LW-171254,Liz Willingham,South,1121,435.0
LW-171254,Liz Willingham,West,128,506.0
LW-172151,Luke Weiss,North Asia,126,484.0
LW-172151,Luke Weiss,Oceania,2640,129.0
LW-172151,Luke Weiss,Southeast Asia,148,514.0
LW-172152,Luke Weiss,Central,160,1314.0
LW-172152,Luke Weiss,South,244,897.0
LW-172153,Luke Weiss,Caribbean,65,359.0
LW-172153,Luke Weiss,Central,506,1075.0
LW-172153,Luke Weiss,North,260,750.0
LW-172153,Luke Weiss,South,958,501.0
LW-172154,Luke Weiss,Central,120,1344.0
LW-172154,Luke Weiss,East,5048,16.0
LW-172154,Luke Weiss,West,254,443.0
LW-68251,Laurel Workman,Africa,329,475.0
LW-68252,Laurel Workman,EMEA,550,408.0
LW-69901,Lindsay Williams,Africa,172,546.0
LW-69902,Lindsay Williams,EMEA,1696,143.0
LW-71251,Liz Willingham,Africa,2012,101.0
LW-71252,Liz Willingham,EMEA,664,363.0
LW-72151,Luke Weiss,Africa,896,280.0
LW-72152,Luke Weiss,Canada,277,65.0
LW-72153,Luke Weiss,EMEA,349,476.0
MA-175601,Matt Abelman,Central Asia,245,395.0
MA-175601,Matt Abelman,Oceania,300,524.0
MA-175601,Matt Abelman,Southeast Asia,664,365.0
MA-175602,Matt Abelman,Central,1206,728.0
MA-175602,Matt Abelman,North,1424,286.0
MA-175602,Matt Abelman,South,193,935.0
MA-175603,Matt Abelman,Central,745,949.0
MA-175603,Matt Abelman,North,768,491.0
MA-175603,Matt Abelman,South,973,496.0
MA-175604,Matt Abelman,Central,1310,691.0
MA-175604,Matt Abelman,East,2282,67.0
MA-175604,Matt Abelman,West,708,312.0
MA-179951,Michelle Arnett,Central Asia,1178,204.0
MA-179951,Michelle Arnett,North Asia,1299,225.0
MA-179951,Michelle Arnett,Oceania,39,615.0
MA-179951,Michelle Arnett,Southeast Asia,1795,179.0
MA-179952,Michelle Arnett,Central,1583,596.0
MA-179952,Michelle Arnett,North,51,910.0
MA-179953,Michelle Arnett,Caribbean,1163,81.0
MA-179953,Michelle Arnett,Central,19,1441.0
MA-179953,Michelle Arnett,North,425,652.0
MA-179954,Michelle Arnett,Central,197,1286.0
MA-179954,Michelle Arnett,East,192,422.0
MA-179954,Michelle Arnett,South,389,794.0
MA-179954,Michelle Arnett,West,1675,138.0
MA-75601,Matt Abelman,Africa,559,383.0
MA-75602,Matt Abelman,EMEA,1070,246.0
MA-79951,Michelle Arnett,Africa,1558,160.0
MA-79952,Michelle Arnett,Canada,130,92.0
MA-79953,Michelle Arnett,EMEA,240,526.0
MB-173051,Maria Bertelson,Central Asia,75,464.0
MB-173051,Maria Bertelson,Oceania,6723,10.0
MB-173051,Maria Bertelson,Southeast Asia,726,343.0
MB-173052,Maria Bertelson,Central,4253,124.0
MB-173052,Maria Bertelson,North,620,556.0
MB-173052,Maria Bertelson,South,213,920.0
MB-173053,Maria Bertelson,North,2504,114.0
MB-173053,Maria Bertelson,South,69,1042.0
MB-173054,Maria Bertelson,Central,321,1190.0
MB-173054,Maria Bertelson,East,621,292.0
MB-173054,Maria Bertelson,South,19,1091.0
MB-173054,Maria Bertelson,West,586,340.0
MB-180851,Mick Brown,North Asia,769,312.0
MB-180851,Mick Brown,Oceania,5347,24.0
MB-180852,Mick Brown,Central,1328,679.0
MB-180852,Mick Brown,North,407,665.0
MB-180853,Mick Brown,Caribbean,1028,98.0
MB-180853,Mick Brown,North,3572,46.0
MB-180853,Mick Brown,South,866,538.0
MB-180854,Mick Brown,Central,316,1194.0
MB-180854,Mick Brown,East,264,399.0
MB-180854,Mick Brown,South,818,571.0
MB-180854,Mick Brown,West,31,561.0
MB-73051,Maria Bertelson,Africa,4215,21.0
MB-73052,Maria Bertelson,EMEA,662,365.0
MB-80851,Mick Brown,Africa,139,567.0
MB-80852,Mick Brown,EMEA,1566,163.0
MC-172751,Marc Crier,Central Asia,889,239.0
MC-172751,Marc Crier,North Asia,707,324.0
MC-172751,Marc Crier,Oceania,131,577.0
MC-172751,Marc Crier,Southeast Asia,716,348.0
MC-172752,Marc Crier,Central,2843,278.0
MC-172753,Marc Crier,Caribbean,104,329.0
MC-172753,Marc Crier,Central,1152,749.0
MC-172753,Marc Crier,North,1542,262.0
MC-172753,Marc Crier,South,874,535.0
MC-172754,Marc Crier,East,41,512.0
MC-172754,Marc Crier,South,576,686.0
MC-172754,Marc Crier,West,2110,97.0
MC-174251,Mark Cousins,Central Asia,63,473.0
MC-174251,Mark Cousins,North Asia,278,419.0
MC-174251,Mark Cousins,Oceania,538,459.0
MC-174251,Mark Cousins,Southeast Asia,3901,28.0
MC-174252,Mark Cousins,Central,391,1143.0
MC-174252,Mark Cousins,South,135,986.0
MC-174253,Mark Cousins,Caribbean,45,375.0
MC-174253,Mark Cousins,Central,2426,366.0
MC-174253,Mark Cousins,North,2194,145.0
MC-174253,Mark Cousins,South,652,649.0
MC-174254,Mark Cousins,Central,730,953.0
MC-174254,Mark Cousins,East,130,456.0
MC-174254,Mark Cousins,South,3237,85.0
MC-174254,Mark Cousins,West,336,408.0
MC-175751,Matt Collins,Central Asia,558,313.0
MC-175751,Matt Collins,North Asia,3678,57.0
MC-175751,Matt Collins,Oceania,470,478.0
MC-175751,Matt Collins,Southeast Asia,2761,84.0
MC-175752,Matt Collins,Central,2102,437.0
MC-175752,Matt Collins,North,250,758.0
MC-175753,Matt Collins,Caribbean,953,108.0
MC-175753,Matt Collins,Central,502,1079.0
MC-175753,Matt Collins,North,477,629.0
MC-175753,Matt Collins,South,1222,395.0
MC-175754,Matt Collins,Central,36,1425.0
MC-175754,Matt Collins,East,561,306.0
MC-175754,Matt Collins,South,98,1016.0
MC-175754,Matt Collins,West,609,333.0
MC-175901,Matt Collister,North Asia,2445,113.0
MC-175902,Matt Collister,Central,743,950.0
MC-175902,Matt Collister,North,330,702.0
MC-175902,Matt Collister,South,1118,436.0
MC-175903,Matt Collister,Caribbean,24,394.0
MC-175903,Matt Collister,Central,2353,380.0
MC-175903,Matt Collister,North,442,643.0
MC-175903,Matt Collister,South,238,902.0
MC-175904,Matt Collister,Central,1408,651.0
MC-175904,Matt Collister,East,855,235.0
MC-175904,Matt Collister,West,164,486.0
MC-176051,Matt Connell,North Asia,549,354.0
MC-176051,Matt Connell,Oceania,2037,189.0
MC-176051,Matt Connell,Southeast Asia,356,444.0
MC-176052,Matt Connell,Central,1886,502.0
MC-176052,Matt Connell,North,1271,328.0
MC-176052,Matt Connell,South,562,694.0
MC-176053,Matt Connell,Caribbean,1868,34.0
MC-176053,Matt Connell,Central,828,899.0
MC-176053,Matt Connell,North,1407,293.0
MC-176054,Matt Connell,Central,1181,739.0
MC-176054,Matt Connell,East,15,528.0
MC-176054,Matt Connell,South,863,540.0
MC-176054,Matt Connell,West,199,467.0
MC-176351,Matthew Clasen,Central Asia,602,302.0
MC-176351,Matthew Clasen,North Asia,1260,234.0
MC-176351,Matthew Clasen,Oceania,3012,111.0
MC-176351,Matthew Clasen,Southeast Asia,2702,90.0
MC-176352,Matthew Clasen,Central,1520,615.0
MC-176352,Matthew Clasen,North,646,546.0
MC-176352,Matthew Clasen,South,449,756.0
MC-176353,Matthew Clasen,Caribbean,3452,9.0
MC-176353,Matthew Clasen,Central,2162,421.0
MC-176353,Matthew Clasen,North,3700,42.0
MC-176353,Matthew Clasen,South,812,574.0
MC-176354,Matthew Clasen,Central,283,1223.0
MC-176354,Matthew Clasen,West,512,353.0
MC-178451,Michael Chen,Central Asia,1889,128.0
MC-178451,Michael Chen,North Asia,1286,226.0
MC-178451,Michael Chen,Oceania,110,587.0
MC-178451,Michael Chen,Southeast Asia,3684,39.0
MC-178452,Michael Chen,Central,1695,563.0
MC-178452,Michael Chen,South,22,1088.0
MC-178453,Michael Chen,Central,658,986.0
MC-178453,Michael Chen,North,135,848.0
MC-178453,Michael Chen,South,1663,278.0
MC-178454,Michael Chen,Central,358,1162.0
MC-178454,Michael Chen,East,6,537.0
MC-178454,Michael Chen,South,647,650.0
MC-178454,Michael Chen,West,2794,55.0
MC-181001,Mick Crebagga,Central Asia,1059,215.0
MC-181001,Mick Crebagga,North Asia,59,515.0
MC-181001,Mick Crebagga,Oceania,1688,231.0
MC-181001,Mick Crebagga,Southeast Asia,591,383.0
MC-181002,Mick Crebagga,Central,2476,354.0
MC-181002,Mick Crebagga,South,1481,320.0
MC-181003,Mick Crebagga,Central,61,1400.0
MC-181003,Mick Crebagga,North,1138,369.0
MC-181003,Mick Crebagga,South,582,682.0
MC-181004,Mick Crebagga,Central,1112,769.0
MC-181004,Mick Crebagga,East,551,310.0
MC-181004,Mick Crebagga,West,557,344.0
MC-181301,Mike Caudle,Central Asia,54,479.0
MC-181301,Mike Caudle,North Asia,194,452.0
MC-181301,Mike Caudle,Oceania,415,495.0
MC-181301,Mike Caudle,Southeast Asia,127,528.0
MC-181302,Mike Caudle,Central,1509,619.0
MC-181302,Mike Caudle,North,1768,213.0
MC-181303,Mike Caudle,Caribbean,74,351.0
MC-181303,Mike Caudle,Central,360,1161.0
MC-181303,Mike Caudle,North,625,554.0
MC-181303,Mike Caudle,South,1822,242.0
MC-181304,Mike Caudle,East,33,515.0
MC-181304,Mike Caudle,South,13,1097.0
MC-181304,Mike Caudle,West,1536,157.0
MC-72751,Marc Crier,Africa,1324,201.0
MC-72752,Marc Crier,EMEA,2979,55.0
MC-74251,Mark Cousins,Africa,1381,187.0
MC-74252,Mark Cousins,EMEA,111,587.0
MC-75751,Matt Collins,Africa,761,309.0
MC-75752,Matt Collins,EMEA,2859,65.0
MC-75901,Matt Collister,Africa,481,410.0
MC-75902,Matt Collister,EMEA,1073,245.0
MC-76051,Matt Connell,Africa,18,626.0
MC-76052,Matt Connell,EMEA,190,552.0
MC-76351,Matthew Clasen,Africa,634,355.0
MC-76352,Matthew Clasen,EMEA,59,608.0
MC-78451,Michael Chen,Africa,384,447.0
MC-78452,Michael Chen,EMEA,608,383.0
MC-81001,Mick Crebagga,EMEA,659,367.0
MC-81301,Mike Caudle,Africa,345,467.0
MC-81302,Mike Caudle,EMEA,480,434.0
MD-173501,Maribeth Dona,North Asia,240,431.0
MD-173501,Maribeth Dona,Oceania,1005,336.0
MD-173501,Maribeth Dona,Southeast Asia,817,324.0
MD-173502,Maribeth Dona,Central,294,1212.0
MD-173502,Maribeth Dona,North,676,535.0
MD-173503,Maribeth Dona,Central,1666,572.0
MD-173503,Maribeth Dona,North,2851,83.0
MD-173503,Maribeth Dona,South,5140,19.0
MD-173504,Maribeth Dona,Central,933,848.0
MD-173504,Maribeth Dona,East,1678,113.0
MD-173504,Maribeth Dona,South,105,1010.0
MD-173504,Maribeth Dona,West,1050,235.0
MD-178601,Michael Dominguez,Central Asia,3188,63.0
MD-178601,Michael Dominguez,North Asia,326,410.0
MD-178601,Michael Dominguez,Oceania,3363,86.0
MD-178601,Michael Dominguez,Southeast Asia,2713,88.0
MD-178602,Michael Dominguez,Central,1359,667.0
MD-178602,Michael Dominguez,North,472,632.0
MD-178602,Michael Dominguez,South,858,543.0
MD-178603,Michael Dominguez,Caribbean,226,270.0
MD-178603,Michael Dominguez,Central,996,824.0
